Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source,Projections
2020-05-08,USA Total,"1,292,850",+227,"76,938",+10,"998,661","3,906",232,"8,305,785","25,093", , 
2020-05-08,"
New York ","337,421 ","
","
26,365  ", ,"
255,509 ","17,199","1,344","
1,089,916 ","55,556","
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10]  ","
[projections]
"
2020-05-08,"
New Jersey ","135,106 ","
","
8,834 ", ,"
125,151 ","15,211",995,"
290,966 ","32,760","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
Massachusetts ","73,721 ","
","
4,552 ", ,"
61,051 ","10,793",666,"
351,632 ","51,482","
[1] [2]  ","
[projections]
"
2020-05-08,"
 Illinois ","70,873 ","
","
3,111 ", ,"
67,117 ","5,528",243,"
379,043 ","29,563","
[1] [2] [3] [4]  ","
[projections]
"
2020-05-08,"
California ","62,477 ","
+227 ","
2,545 ",+10 ,"
50,204 ","1,596",65,"
 842,874 ","21,530","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
Pennsylvania ","56,002 ","
","
3,592 ", ,"
51,330 ","4,378",281,"
273,875 ","21,411","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
Michigan ","45,646  ","
","
4,343 ", ,"
25,629 ","4,584",436,"
254,239 ","25,532","
[1] [2] [3]  ","
[projections]
"
2020-05-08,"
Florida ","38,828 ","
","
1,600 ", ,"
36,542 ","1,885",78,"
495,075 ","24,035","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
Texas ","36,550 ","
","
1,029 ", ,"
16,814 ","1,311",37,"
459,182 ","16,467","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
Connecticut ","31,784 ","
","
2,797 ", ,"
28,922 ","8,874",781,"
116,174 ","32,437","
[1]  ","
[projections]
"
2020-05-08,"
Georgia ","31,580 ","
","
1,348 ", ,"
29,892 ","3,067",131,"
217,303 ","21,103","
[1]  ","
[projections]
"
2020-05-08,"
Louisiana ","30,652 ","
","
2,208 ", ,"
8,128 ","6,573",473,"
200,767 ","43,050","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
Maryland ","29,374 ","
","
1,503 ", ,"
25,968 ","4,893",250,"
148,600 ","24,752","
[1]  ","
[projections]
"
2020-05-08,"
Indiana ","22,503 ","
","
1,414 ", ,"
19,530 ","3,390",213,"
124,782 ","18,800","
[1] [2]  ","
[projections]
"
2020-05-08,"
Ohio ","22,134 ","
","
1,274 ", ,"
20,412 ","1,901",109,"
176,059 ","15,123","
[view by county] [1] [2] [3]  ","
[projections]
"
2020-05-08,"
Virginia ","21,570 ","
","
769 ", ,"
18,067 ","2,564",91,"
136,558 ","16,230","
[1] [2]  ","
 [projections]
"
2020-05-08,"
Colorado ","18,371 ","
","
944 ", ,"
16,868 ","3,321",171,"
92,267 ","16,681","
[1]  ","
[projections]
"
2020-05-08,"
Washington ","16,943 ","
","
904 ", ,"
13,353 ","2,323",124,"
230,680 ","31,625","
[view by county] [1]  ","
[projections]
"
