Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source
2020-04-06,"
South Carolina ",2232,"
","
48 ", ,"
2,184 ",450,10,"
21,384 ",4315,"
[1]  "
2020-04-06,"
Alabama ",2006,"
","
52 ", ,"
1,934 ",412,11,"
14,765 ",3035,"
[1]  "
2020-04-06,"
Nevada ",1953,"
","
46 ", ,"
1,871 ",668,16,"
20,756 ",7101,"
[1] [2] [3]  "
2020-04-06,"
Mississippi ",1738,"
","
51 ", ,"
1,687 ",582,17,"
20,370 ",6816,"
[1]  "
2020-04-06,"
Utah ",1675,"
","
13 ", ,"
1,636 ",550,4,"
33,394 ",10966,"
[1]  "
2020-04-06,"
Oklahoma ",1327,"
","
51 ", ,"
754 ",339,13,"
2,751 ",702,"
[1] [2]  "
2020-04-06,"
Idaho  ",1170,"
","
13 ", ,"
1,157 ",693,8,"
11,246 ",6663,"
[1] [2] [3]  "
2020-04-06,"
Oregon ",1132,"
","
29 ", ,"
1,103 ",277,7,"
21,801 ",5341,"
[1] [2] [3]  "
2020-04-06,"
District Of Columbia ",1097,"
","
24 ", ,"
815 ",1603,35,"
7,453 ",10888,"
[1]  "
2020-04-06,"
Rhode Island ",1082,"
","
27 ", ,"
1,045 ",1024,26,"
8,481 ",8027,"
[1] [2]  "
2020-04-06,"
Kentucky ",1008,"
","
59 ", ,"
643 ",227,13,"
19,955 ",4494,"
[1] [2]  "
2020-04-06,"
Minnesota ",986,"
","
30 ", ,"
486 ",178,5,"
28,128 ",5089,"
[1] [2]  "
2020-04-06,"
Iowa ",946,"
","
25 ", ,"
853 ",302,8,"
11,599 ",3703,"
[1] [2] [3] [4] [5]  "
2020-04-06,"
Arkansas ",927,"
","
16 ", ,"
772 ",310,5,"
13,264 ",4435,"
[1] [2]  "
2020-04-06,"
Kansas ",845,"
","
25 ", ,"
820 ",291,9,"
9,084 ",3123,"
[1] [2] [3] [4] [5]  "
2020-04-06,"
Delaware ",783,"
","
15 ", ,"
697 ",825,16,"
7,632 ",8038,"
[1] [2] [3]  "
2020-04-06,"
New Hampshire ",715,"
","
9 ", ,"
555 ",532,7,"
8,734 ",6500,"
[1] [2] [3]  "
2020-04-06,"
New Mexico ",686,"
","
12 ", ,"
620 ",328,6,"
21,825 ",10430,"
[1]  "
2020-04-06,"
Vermont ",543,"
","
23 ", ,"
520 ",869,37,"
6,633 ",10613,"
[1]  "
2020-04-06,"
Maine ",499,"
","
10 ", ,"
331 ",374,8,"
6,544 ",4910,"
[1] [2]  "
2020-04-06,"
Nebraska ",412,"
","
8 ", ,"
404 ",216,4,"
6,883 ",3614,"
[1] [2] [3]  "
2020-04-06,"
Hawaii ",387,"
","
5 ", ,"
293 ",272,4,"
13,665 ",9610,"
[1] [2]  "
2020-04-06,"
West Virginia ",345,"
","
4 ", ,"
341 ",189,2,"
9,940 ",5435,"
[1]  "
2020-04-06,"
Montana ",319,"
","
6 ", ,"
281 ",306,6,"
6,985 ",6705,"
[1] [2] [3]  "
2020-04-06,"
South Dakota ",288,"
","
4 ", ,"
193 ",333,5,"
6,020 ",6965,"
[1] [2]  "
2020-04-06,"
North Dakota ",225,"
","
3 ", ,"
148 ",299,4,"
7,213 ",9589,"
[1]  "
2020-04-06,"
Wyoming ",212,"
","
", ,"
160 ",364,,"
3,929 ",6753,"
[1] [2]  "
2020-04-06,"
Alaska ",191,"
","
6 ", ,"
170 ",259,8,"
6,284 ",8509,"
[1] [2]  "
2020-04-06,"
Guam ",112,"
","
 4 ", ,"
85 ",,,"
605 ",,"
[1] [2] [3]  "
2020-04-06,"
Northern Mariana Islands ",8,"
","
1 ", ,"
7 ",,,"
33 ",,"
[1]  "
2020-04-06,"
Puerto Rico ",513,"
","
21 ", ,"
488 ",151,6,"
4,951 ",1462,"
[1] [2]  "
2020-04-06,"
United States Virgin Islands ",43,"
","
1 ", ,"
8 ",,,"
266 ",,"
[1]  "
2020-04-06,"
 Wuhan Repatriated ",3,"
","
", ,"
3 ",,,"
3 ",,"
"
2020-04-06,"
Diamond Princess Cruise ",46,"
","
", ,"
46 ",,,"
46 ",,"
"
2020-04-06,Total:,367650,646,10943,72,336897,1111,33,1933423,5841, 
