Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source,Projections
2020-05-08,USA Total,"1,322,163",+378,"78,616",+1,"1,019,798","3,994",238,"8,638,846","26,099", , 
2020-05-08,"
New York ","340,705 ","
","
26,585 ", ,"
257,708 ","17,514","1,367","
1,122,333 ","57,693","
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10]  ","
[projections]
"
2020-05-08,"
New Jersey ","137,212 ","
","
8,986 ", ,"
126,758 ","15,448","1,012","
298,656 ","33,624","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
Massachusetts ","75,333 ","
","
4,702 ", ,"
62,513 ","10,930",682,"
366,023 ","53,105","
[1] [2]  ","
[projections]
"
2020-05-08,"
Illinois ","73,760 ","
","
3,241 ", ,"
69,874 ","5,821",256,"
399,714 ","31,544","
[1] [2] [3] [4]  ","
[projections]
"
2020-05-08,"
California ","64,475 ","
+368 ","
2,628 ",+1 ,"
51,713 ","1,632",67,"
891,472 ","22,562","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
Pennsylvania ","57,471 ","
","
3,717 ", ,"
52,674 ","4,489",290,"
280,333 ","21,898","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
 Michigan ","46,326 ","
","
4,393 ", ,"
26,259 ","4,639",440,"
267,845 ","26,820","
[1] [2] [3]  ","
[projections]
"
2020-05-08,"
Florida ","39,199 ","
","
1,669 ", ,"
36,844 ","1,825",78,"
514,017 ","23,933","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
Texas ","37,727 ","
","
1,079 ", ,"
17,044 ","1,301",37,"
481,114 ","16,592","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
Connecticut ","32,411 ","
","
2,874 ", ,"
29,472 ","9,091",806,"
120,541 ","33,810","
[1]  ","
[projections]
"
2020-05-08,"
Georgia ","32,178 ","
","
1,399 ", ,"
30,439 ","3,031",132,"
227,477 ","21,425","
[1]  ","
[projections]
 "
2020-05-08,"
Louisiana ","30,855 ","
","
2,227 ", ,"
8,312 ","6,637",479,"
202,416 ","43,542","
[view by county] [1]  ","
[projections]
"
2020-05-08,"
Maryland ","30,485 ","
","
1,560 ", ,"
26,884 ","5,042",258,"
 152,187 ","25,173","
[1]  ","
[projections]
"
2020-05-08,"
Indiana ","23,146 ","
","
1,447 ", ,"
20,140 ","3,438",215,"
130,128 ","19,329","
[1] [2]  ","
[projections]
"
2020-05-08,"
Ohio ","23,016 ","
","
1,306 ", ,"
21,262 ","1,969",112,"
184,316 ","15,768","
[view by county] [1] [2] [3]  ","
[projections]
"
2020-05-08,"
Virginia ","22,342 ","
","
812 ", ,"
18,533 ","2,618",95,"
143,220 ","16,779","
[1] [2]  ","
[projections]
"
2020-05-08,"
Colorado ","18,827 ","
","
960 ", ,"
17,308 ","3,269",167,"
96,772 ","16,804","
[1]  ","
[projections]
"
2020-05-08,"
Washington ","17,196 ","
","
914 ", ,"
13,535  ","2,258",120,"
240,697 ","31,609","
[view by county] [1]  ","
[projections]
"
