Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source
2020-04-26,USA Total,987322,162,55415,2,813126,2983,167,5470555,16527, 
2020-04-26,"
New York ",293991,"
","
22,275 ", ,"
240,498 ",14985,1135,"
805,350 ",41051,"
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10]  "
2020-04-26,"
New Jersey ",109038,"
","
5,938 ", ,"
101,829 ",12277,669,"
223,062 ",25114,"
[1] [2] [3]  "
2020-04-26,"
Massachusetts ",54938,"
","
2,899 ", ,"
43,921 ",8043,424,"
236,100 ",34567,"
[1] [2]  "
2020-04-26,"
Illinois ",43903,"
","
1,933 ", ,"
41,364 ",3424,151,"
214,952 ",16765,"
[1] [2] [3] [4]  "
2020-04-26,"
California ",43700,"
+159 ","
1,720 ",2,"
38,643 ",1116,44,"
494,173 ",12623,"
[1] [2] [3] [4]  "
2020-04-26,"
Pennsylvania ",42708,"
","
1,823 ", ,"
40,193 ",3339,143,"
198,593 ",15526,"
[1] [2] [3] [4] [5] [6]  "
2020-04-26,"
Michigan ",37778,"
","
3,315 ", ,"
26,121 ",3794,333,"
156,010 ",15668,"
[1] [2] [3]  "
2020-04-26,"
Florida ",31528,"
","
1,074 ", ,"
29,768 ",1531,52,"
346,365 ",16815,"
[1] [2]  "
2020-04-26,"
Louisiana ",26773,"
","
1,729 ", ,"
10,117 ",5741,371,"
142,056 ",30460,"
[1] [2]  "
2020-04-26,"
Connecticut ",25269,"
","
1,924 ", ,"
23,280 ",7055,537,"
79,811 ",22284,"
[1] [2]  "
2020-04-26,"
Texas ",24981,"
","
654 ", ,"
14,341 ",896,23,"
276,021 ",9898,"
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10] [11]  "
2020-04-26,"
Georgia ",23481,"
","
916 ", ,"
22,534 ",2280,89,"
122,604 ",11906,"
[1] [2] [3]  "
2020-04-26,"
Maryland ",18581,"
","
910 ", ,"
16,494 ",3095,152,"
96,665 ",16102,"
[1]  "
2020-04-26,"
Ohio ",15963,"
","
728 ", ,"
15,115 ",1371,63,"
115,783 ",9945,"
[1] [2] [3]  "
2020-04-26,"
Indiana ",15012,"
","
813 ", ,"
14,185  ",2262,122,"
81,708 ",12310,"
[1] [2]  "
2020-04-26,"
Washington ",13521,"
","
749 ", ,"
10,965 ",1854,103,"
175,477 ",24057,"
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10] [11] [12] [13] [14]  "
2020-04-26,"
Colorado ",13441,"
","
680 ", ,"
12,202 ",2430,123,"
63,274 ",11440,"
[1]  "
2020-04-26,"
Virginia ",12970,"
","
448 ", ,"
10,707 ",1542,53,"
76,118 ",9047,"
[1] [2]  "
