Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source
2020-04-28,"
Washington ",13842,"
","
786 ", ,"
11,205 ",1898,108,"
182,515 ",25021,"
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10] [11] [12] [13] [14]  "
2020-04-28,"
Tennessee ",10052,"
","
188 ", ,"
4,943 ",1511,28,"
161,928 ",24346,"
[1] [2] [3] [4]  "
2020-04-28,"
North Carolina ",9739,"
","
361 ", ,"
8,076 ",959,36,"
112,752 ",11102,"
[1] [2] [3] [4]  "
2020-04-28,"
Rhode Island ",7926,"
","
239 ", ,"
7,345 ",7501,226,"
57,693 ",54602,"
[1]  "
2020-04-28,"
Missouri ",7376,"
","
327 ", ,"
6,502 ",1211,54,"
73,503 ",12069,"
[1] [2] [3] [4] [5] [6] [7]  "
2020-04-28,"
Arizona ",6948,"
","
293 ", ,"
6,585 ",1000,42,"
67,438 ",9708,"
[1]  "
2020-04-28,"
Alabama ",6750,"
","
242 ", ,"
6,488 ",1388,50,"
75,903 ",15603,"
[1]  "
2020-04-28,"
Iowa ",6376,"
","
136 ", ,"
4,076 ",2035,43,"
39,823 ",12713,"
[1] [2]  "
2020-04-28,"
 Mississippi ",6342,"
","
239 ", ,"
6,103 ",2122,80,"
64,412 ",21551,"
[1] [2]  "
2020-04-28,"
Wisconsin ",6289,"
","
300 ", ,"
3,676 ",1088,52,"
69,824 ",12084,"
[1] [2] [3] [4] [5] [6]  "
2020-04-28,"
South Carolina ",5735,"
","
192 ", ,"
1,842 ",1157,39,"
53,133 ",10721,"
[1] [2]  "
2020-04-28,"
Nevada ",4805,"
","
225 ", ,"
1,933 ",1644,77,"
49,475 ",16927,"
[1] [2]  "
2020-04-28,"
Delaware ",4575,"
","
137 ", ,"
3,342 ",4818,144,"
21,180 ",22307,"
[1]  "
2020-04-28,"
Kentucky ",4375,"
","
225 ", ,"
3,028 ",985,51,"
52,411 ",11804,"
[1]  "
2020-04-28,"
Utah ",4343,"
","
45 ", ,"
3,410 ",1426,15,"
102,439 ",33638,"
[1]  "
2020-04-28,"
Minnesota ",4181,"
","
301 ", ,"
1,968 ",756,54,"
63,829 ",11548,"
[1] [2]  "
2020-04-28,"
District Of Columbia ",3994,"
","
190 ", ,"
3,144 ",5835,278,"
18,885 ",27590,"
[1]  "
2020-04-28,"
Kansas ",3577,"
","
127 ", ,"
2,947 ",1230,44,"
28,090 ",9657,"
[1] [2] [3] [4] [5] [6] [7]  "
2020-04-28,"
Oklahoma ",3410,"
","
207 ", ,"
943 ",870,53,"
61,619 ",15727,"
[1] [2]  "
2020-04-28,"
Nebraska ",3374,"
","
55 ", ,"
3,297 ",1771,29,"
23,798 ",12494,"
[1] [2]  "
2020-04-28,"
Arkansas ",3127,"
","
57 ", ,"
1,854 ",1046,19,"
43,321 ",14485,"
[1]  "
2020-04-28,"
New Mexico ",2974,"
","
110 ", ,"
2,159 ",1421,53,"
61,745 ",29509,"
[1] [2]  "
2020-04-28,"
Oregon ",2385,"
","
99 ", ,"
2,286 ",584,24,"
52,242 ",12798,"
[1] [2]  "
2020-04-28,"
 South Dakota ",2313,"
","
11 ", ,"
910 ",2676,13,"
16,612 ",19220,"
[1]  "
2020-04-28,"
New Hampshire ",2010,"
","
60 ", ,"
1,014 ",1496,45,"
20,746 ",15440,"
[1]  "
2020-04-28,"
Idaho ",1952,"
","
60 ", ,"
805 ",1157,36,"
28,240 ",16732,"
[1] [2]  "
2020-04-28,"
West Virginia ",1095,"
","
38 ", ,"
576 ",599,21,"
43,227 ",23634,"
[1]  "
2020-04-28,"
Maine ",1040,"
","
51 ", ,"
404 ",780,38,"
17,807 ",13360,"
[1] [2]  "
2020-04-28,"
North Dakota ",991,"
","
19 ", ,"
563 ",1317,25,"
23,723 ",31538,"
[1]  "
2020-04-28,"
Vermont ",862,"
","
47 ", ,"
815 ",1379,75,"
15,215 ",24345,"
[1]  "
2020-04-28,"
Hawaii ",609,"
","
16 ", ,"
88 ",428,11,"
29,862 ",21000,"
[1] [2]  "
2020-04-28,"
Wyoming ",536,"
","
7 ", ,"
186 ",921,12,"
8,615 ",14807,"
[1] [2]  "
2020-04-28,"
Montana ",451,"
","
15 ", ,"
80 ",433,14,"
13,191 ",12663,"
[1] [2] [3]  "
2020-04-28,"
Alaska ",351,"
","
9 ", ,"
114 ",475,12,"
17,089 ",23140,"
[1]  "
2020-04-28,"
Guam ",144,"
","
5 ", ,"
10 ",,,"
605
 ",,"
[1]  "
2020-04-28,"
Northern Mariana Islands ",14,"
","
2 ", ,"
0 ",,,"
45
",,"
[1] [2]  "
2020-04-28,"
Puerto Rico ",1400,"
","
86 ", ,"
923 ",413,25,"
13,022
",3845,"
[1] [2] [3]  "
2020-04-28,"
United States Virgin Islands ",59,"
","
4 ", ,"
4 ",,,"
835
",,"
[1] [2]  "
2020-04-28,"
Veteran Affairs ",7481,"
","
461 ", ,"
7,020 ",,,"
95,680
",,"
[1] [2]  "
2020-04-28,"
US Military ",6648,"
","
27 ", ,"
4,514 ",,,"
",,"
[1] [2]  "
2020-04-28,"
Navajo Nation ",1769,"
","
59  ", ,"
1,710 ",,,"
9,206
",,"
[1]  "
2020-04-28,"
Federal Prisons ",1648,"
","
30 ", ,"
1,082 ",,,"
",,"
[1]  "
2020-04-28,"
Grand Princess Ship ",103,"
","
3 ", ,"
100 ",,,"
",,"
[1]  "
2020-04-28,"
Wuhan Repatriated ",3,"
","
", ,"
3 ",,,"
3
",,"
 "
2020-04-28,"
Diamond Princess Ship ",46,"
","
", ,"
46 ",,,"
46
",,"
 "
2020-04-28,Total:,1035765,,59266,,834261,3129,179,5919847,17885, 
