Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source,Projections
2020-05-10,USA Total,"1,367,638",,"80,787",,"1,030,515","4,132",244,"9,444,525","28,533", , 
2020-05-10,"
New York ","345,406 ","
","
26,812 ", ,"
260,494 ","17,755","1,378","
1,185,460 ","60,938","
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10]  ","
[projections]
"
2020-05-10,"
New Jersey ","140,008 ","
","
9,264 ", ,"
129,209 ","15,763","1,043","
415,969 ","46,832","
[view by county] [1]  ","
[projections]
"
2020-05-10,"
Massachusetts ","77,793 ","
","
4,979 ", ,"
50,666 ","11,287",722,"
388,389 ","56,349","
[1] [2]  ","
[projections]
"
2020-05-10,"
Illinois ","77,741 ","
","
3,406 ", ,"
73,690 ","6,135",269,"
429,984 ","33,932","
[1] [2] [3] [4]  ","
[projections]
"
2020-05-10,"
California ","67,917 ","
","
2,717 ", ,"
54,220 ","1,719",69,"
958,161 ","24,250","
[view by county] [1]  ","
[projections]
"
2020-05-10,"
Pennsylvania ","60,056 ","
","
3,823 ", ,"
55,133 ","4,691",299,"
293,737 ","22,945","
[view by county] [1]  ","
[projections]
"
2020-05-10,"
Michigan ","47,138 ","
","
4,551 ", ,"
19,901 ","4,720",456,"
294,411 ","29,480","
[1] [2] [3]  ","
[projections]
"
2020-05-10,"
Florida ","40,596 ","
","
1,721 ", ,"
37,829 ","1,890",80,"
648,382 ","30,189","
[view by county] [1]  ","
[projections]
"
2020-05-10,"
Texas ","39,890 ","
","
1,133 ", ,"
15,168 ","1,376",39,"
513,978 ","17,726","
[view by county] [1]  ","
[projections]
"
2020-05-10,"
Connecticut ","33,554 ","
","
 2,967 ", ,"
30,522 ","9,411",832,"
130,192 ","36,517","
[1]  ","
[projections]
"
2020-05-10,"
Georgia ","33,508 ","
","
1,405 ", ,"
31,763 ","3,156",132,"
243,547 ","22,938","
[1]  ","
[projections]
"
2020-05-10,"
Maryland ","32,587 ","
","
1,644 ", ,"
28,902 ","5,390",272,"
159,931 ","26,454","
[1]  ","
[projections]
"
2020-05-10,"
Louisiana ","31,600 ","
","
2,286 ", ,"
8,998 ","6,797",492,"
215,872 ","46,436","
[view by county] [1]  ","
[projections]
"
2020-05-10,"
Indiana ","24,126 ","
","
1,508 ", ,"
21,059 ","3,584",224,"
140,029 ","20,800","
[1] [2]  ","
[projections]
"
2020-05-10,"
Ohio ","24,081 ","
","
1,341  ", ,"
22,292 ","2,060",115,"
204,862 ","17,526","
[view by county] [1] [2] [3]  ","
[projections]
"
2020-05-10,"
Virginia ","24,081 ","
","
839 ", ,"
20,118 ","2,821",98,"
157,957 ","18,506","
[1] [2]  ","
[projections]
"
2020-05-10,"
Colorado ","19,703 ","
","
971 ", ,"
18,173 ","3,421",169,"
104,077 ","18,073","
[1]  ","
[projections]
"
2020-05-10,"
Washington ","17,610 ","
","
932 ", ,"
13,032 ","2,313",122,"
248,875 ","32,683","
[view by county] [1]  ","
[projections]
"
2020-05-10,"
Tennessee ","14,985 ","
","
243 ", ,"
7,373 ","2,194",36,"
261,869 ","38,346","
[1] [2] [3]  ","
[projections]
"
2020-05-10,"
North Carolina ","14,939 ","
","
564 ", ,"
12,567 ","1,424",54,"
192,135 ","18,319","
[1] [2] [3] [4]  ","
[projections]
"
2020-05-10,"
Iowa ","11,959 ","
","
265 ", ,"
7,009 ","3,790",84,"
74,174  ","23,509","
[1] [2]  ","
[projections]
"
2020-05-10,"
Rhode Island ","11,274 ","
","
422 ", ,"
10,122 ","10,642",398,"
91,213 ","86,102","
[1]  ","
[projections]
"
2020-05-10,"
Minnesota ","11,271 ","
","
578 ", ,"
3,811 ","1,999",102,"
111,088 ","19,698","
[1] [2]  ","
[projections]
"
2020-05-10,"
Arizona ","11,119 ","
","
536 ", ,"
10,513 ","1,528",74,"
137,739 ","18,924","
[1]  ","
[projections]
"
2020-05-10,"
 Wisconsin ","10,219 ","
","
400 ", ,"
4,805 ","1,755",69,"
115,382 ","19,817","
[1] [2] [3] [4] [5] [6]  ","
[projections]
"
2020-05-10,"
Missouri ","10,008 ","
","
497 ", ,"
7,448 ","1,631",81,"
115,546 ","18,826","
[1] [2] [3] [4] [5] [6] [7]  ","
[projections]
"
2020-05-10,"
Alabama ","9,889 ","
","
393 ", ,"
9,476 ","2,017",80,"
128,506 ","26,209","
[1]  ","
 [projections]
"
2020-05-10,"
Mississippi ","9,501 ","
","
430 ", ,"
4,650 ","3,192",144,"
91,999 ","30,912","
[1] [2]  ","
[projections]
"
2020-05-10,"
Nebraska ","8,315 ","
","
98 ", ,"
8,195 ","4,298",51,"
46,314 ","23,942","
[1] [2]  ","
[projections]
"
2020-05-10,"
South Carolina ","7,653 ","
","
331 ", ,"
2,441 ","1,486",64,"
84,457 ","16,404","
[1] [2]  ","
[projections]
"
2020-05-10,"
Kansas ","6,953 ","
","
174 ", ,"
5,104 ","2,387",60,"
52,505 ","18,022","
[1] [2] [3] [4] [5] [6] [7]  ","
[projections]
"
2020-05-10,"
Delaware ","6,447 ","
","
224 ", ,"
3,686 ","6,621",230,"
31,039 ","31,875","
[1]  ","
[projections]
"
2020-05-10,"
Kentucky ","6,440 ","
","
304 ", ,"
3,828 ","1,441",68,"
86,900 ","19,451","
[1]  ","
[projections]
"
2020-05-10,"
District Of Columbia ","6,272 ","
","
323 ", ,"
5,069 ","8,887",458,"
29,570 ","41,899","
[1]  ","
[projections]
"
2020-05-10,"
Utah ","6,251 ","
","
67 ", ,"
3,999 ","1,950",21,"
146,510 ","45,699","
[1]  ","
[projections]
 "
2020-05-10,"
Nevada ","6,098 ","
","
306 ", ,"
1,595 ","1,980",99,"
71,603 ","23,247","
[1] [2]  ","
[projections]
"
2020-05-10,"
New Mexico ","4,863 ","
","
200 ", ,"
3,538 ","2,319",95,"
 102,498 ","48,882","
[1] [2]  ","
[projections]
"
2020-05-10,"
Oklahoma ","4,589 ","
","
272 ", ,"
1,113 ","1,160",69,"
95,869 ","24,228","
[1] [2]  ","
[projections]
"
2020-05-10,"
Arkansas ","4,012 ","
","
91 ", ,"
809 ","1,329",30,"
69,008 ","22,867","
[1]  ","
[projections]
"
2020-05-10,"
South Dakota ","3,393 ","
","
34 ", ,"
1,234 ","3,835",38,"
23,894 ","27,009","
[1]  ","
[projections]
"
2020-05-10,"
Oregon ","3,228 ","
","
127 ", ,"
1,976 ",765,30,"
75,450 ","17,889","
[1] [2]  ","
[projections]
"
2020-05-10,"
New Hampshire ","3,071 ","
","
133 ", ,"
1,709 ","2,259",98,"
 34,794 ","25,589","
[1]  ","
[projections]
"
2020-05-10,"
Idaho ","2,230 ","
","
67 ", ,"
784 ","1,248",37,"
31,961 ","17,885","
[1] [2]  ","
[projections]
"
2020-05-10,"
North Dakota ","1,491 ","
","
35 ", ,"
664 ","1,957",46,"
44,869 ","58,878","
[1]  ","
[projections]
"
2020-05-10,"
Maine ","1,436 ","
","
64 ", ,"
511 ","1,068",48,"
23,500 ","17,482","
[1] [2]  ","
 [projections]
"
2020-05-10,"
West Virginia ","1,362 ","
","
54 ", ,"
570 ",760,30,"
62,885 ","35,089","
[1]  ","
[projections]
"
2020-05-10,"
Vermont ",927 ,"
","
53 ", ,"
97 ","1,486",85,"
20,048 ","32,129","
[1]  ","
[projections]
"
2020-05-10,"
Wyoming ",662 ,"
","
7 ", ,"
227 ","1,144",12,"
13,416 ","23,181","
[1] [2]  ","
[projections]
"
2020-05-10,"
Hawaii ",632 ,"
","
17 ", ,"
54 ",446,12,"
37,712 ","26,635","
[1] [2]  ","
[projections]
"
2020-05-10,"
Montana ",458 ,"
","
16 ", ,"
20 ",429,15,"
21,704 ","20,307","
[1] [2] [3]  ","
[projections]
"
2020-05-10,"
Alaska ",379 ,"
","
10 ", ,"
45 ",518,14,"
27,364 ","37,406","
[1]  ","
[projections]
"
2020-05-10,"
Guam ",151 ,"
","
5 ", ,"
15 ",,,"
605
",,"
[1]  ","
"
2020-05-10,"
Northern Mariana Islands ",16 ,"
","
2 ", ,"
2 ",,,"
2,336
",,"
[1] [2]  ","
"
2020-05-10,"
Puerto Rico ","2,198 ","
","
111 ", ,"
1,341 ",649,33,"
13,022
","3,845","
[1] [2] [3]  ","
"
2020-05-10,"
United States Virgin Islands ",69 ,"
","
4 ", ,"
6 ",,,"
1,210
",,"
[1] [2]  ","
"
2020-05-10,"
Veteran Affairs ","10,952 ","
","
857 ", ,"
2,642 ",,,"
123,420
",,"
[1] [2]  ","
"
2020-05-10,"
US Military ","7,826 ","
","
27 ", ,"
4,643 ",,,"
",,"
[1] [2]  ","
"
2020-05-10,"
Federal Prisons ","3,580 ","
","
46 ", ,"
2,631 ",,,"
",,"
[1]  ","
"
2020-05-10,"
Navajo Nation ","2,973 ","
","
98 ", ,"
2,875 ",,,"
16,549
",,"
[1]  ","
"
2020-05-10,"
Grand Princess Ship ",103 ,"
","
3 ", ,"
100 ",,,"
",,"
[1]  ","
"
2020-05-10,"
Wuhan Repatriated ",3 ,"
","
", ,"
3 ",,,"
3
",,"
 ","
"
2020-05-10,"
Diamond Princess Ship ",46 ,"
","
", ,"
46 ",,,"
46
",,"
 ","
"
2020-05-10,Total:,"1,367,638",,"80,787",,"1,030,515","4,132",244,"9,444,525","28,533", , 
