Date,USAState,TotalCases,NewCases,TotalDeaths,NewDeaths,ActiveCases,Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Source
2020-04-22,USA Total,849092,375,47681,22,717361,2565,144,4326648,13071, 
2020-04-22,"
New York ",262268,"
","
20,354 ", ,"
212,321 ",13368,1037,"
669,982 ",34151,"
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10]  "
2020-04-22,"
New Jersey ",95865,"
","
5,063 ", ,"
89,531 ",10793,570,"
191,791 ",21594,"
[1] [2]  "
2020-04-22,"
Massachusetts ",42944,"
","
2,182 ", ,"
32,644 ",6287,319,"
180,462 ",26421,"
[1] [2]  "
2020-04-22,"
California ",37700,"
+357 ","
1,437 ",18,"
32,926 ",963,37,"
300,100 ",7666,"
[1] [2] [3] [4]  "
2020-04-22,"
Pennsylvania ",36892,"
","
1,713 ", ,"
34,529 ",2884,134,"
171,956 ",13443,"
[1] [2] [3] [4] [5] [6]  "
2020-04-22,"
Illinois ",35108,"
","
1,565 ", ,"
32,937 ",2738,122,"
164,436 ",12825,"
[1] [2] [3] [4]  "
2020-04-22,"
Michigan ",33966,"
","
2,813 ", ,"
27,881 ",3411,283,"
121,298 ",12182,"
[1] [2] [3] [4]  "
2020-04-22,"
Florida ",28576,"
","
927 ", ,"
26,963 ",1387,45,"
290,476 ",14102,"
[1] [2]  "
2020-04-22,"
Louisiana ",25258,"
","
1,473 ", ,"
23,735 ",5416,316,"
141,672 ",30378,"
[1]  "
2020-04-22,"
Connecticut ",22469,"
","
1,544 ", ,"
20,860 ",6274,431,"
69,918 ",19522,"
[1] [2]  "
2020-04-22,"
Texas ",21458,"
","
550 ", ,"
16,102 ",770,20,"
216,783 ",7774,"
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10] [11]  "
2020-04-22,"
Georgia ",21102,"
","
846 ", ,"
20,225 ",2049,82,"
94,072 ",9135,"
[1] [2] [3]  "
2020-04-22,"
Maryland ",14775,"
","
 698 ", ,"
13,096 ",2461,116,"
76,529 ",12748,"
[1]  "
2020-04-22,"
Ohio ",14117,"
","
610 ", ,"
13,387 ",1213,52,"
97,998 ",8418,"
[1] [2] [3]  "
2020-04-22,"
Washington ",12494,"
","
692 ", ,"
10,020 ",1713,95,"
147,953 ",20283,"
[1] [2] [3] [4] [5] [6] [7] [8] [9] [10] [11] [12] [13] [14]  "
2020-04-22,"
Indiana ",12438,"
","
661 ", ,"
11,763 ",1874,100,"
69,470 ",10466,"
[1] [2]  "
2020-04-22,"
Colorado ",10878,"
","
508 ", ,"
9,811 ",1967,92,"
50,645 ",9156,"
[1]  "
2020-04-22,"
Virginia ",10266,"
","
349 ", ,"
8,593 ",1220,41,"
60,778 ",7224,"
[1] [2]  "
2020-04-22,"
Tennessee ",7842,"
","
166 ", ,"
3,664 ",1179,25,"
114,980 ",17287,"
[1] [2] [3]  "
2020-04-22,"
North Carolina ",7488,"
","
265  ", ,"
6,340 ",737,26,"
90,336 ",8895,"
[1] [2] [3] [4]  "
2020-04-22,"
Missouri ",6188,"
","
232 ", ,"
5,409 ",1016,38,"
59,266 ",9732,"
[1] [2] [3] [4] [5] [6] [7] [8]  "
2020-04-22,"
Rhode Island ",5841,"
","
181 ", ,"
5,367 ",5528,171,"
41,722 ",39487,"
[1] [2] [3]  "
2020-04-22,"
Alabama ",5610,"
+18 ","
201 ",4,"
5,389 ",1153,41,"
48,387 ",9947,"
[1]  "
